ID,Rating
1,4.1706
2,4.1303
3,4.5351
4,4.7278
5,4.6244
6,3.3344
7,3.9839
8,4.1144
9,4.1096
10,3.9297
11,3.9031
12,3.8446
13,3.1694
14,3.8951
15,3.5503
16,2.8953
17,3.8134
18,4.0067
19,2.9961
20,3.5435
21,4.0276
22,3.0393
23,4.0466
24,5.0000
25,4.6625
26,2.6871
27,3.0838
28,3.3770
29,3.2581
30,3.4326
31,2.9471
32,2.7430
33,3.4377
34,3.1711
35,2.9460
36,2.6904
37,3.5900
38,3.6952
39,3.3093
40,3.7111
41,3.2482
42,2.8507
43,3.3007
44,3.5725
45,3.4014
46,4.3402
47,4.0535
48,3.6727
49,3.9771
50,4.3524
51,4.0596
52,3.1313
53,4.7764
54,4.6579
55,4.9603
56,4.2489
57,2.9615
58,4.0452
59,3.9733
60,3.1140
61,3.7641
62,3.7867
63,3.3648
64,3.8061
65,3.7257
66,3.3307
67,3.4136
68,4.6478
69,4.5438
70,2.8757
71,3.8501
72,3.6340
73,3.7221
74,4.0834
75,4.1443
76,3.7015
77,3.6700
78,4.0352
79,3.9546
80,3.8855
81,4.1404
82,3.0607
83,2.9972
84,3.2073
85,4.2158
86,4.6994
87,4.1358
88,4.2246
89,4.6638
90,4.1516
91,4.6657
92,3.7313
93,4.3455
94,2.9480
95,3.8764
96,4.2477
97,4.3437
98,3.4836
99,4.5023
100,4.9734
101,4.3727
102,4.4265
103,2.9379
104,4.1653
105,3.8574
106,3.3003
107,4.1074
108,4.2239
109,4.4974
110,3.9670
111,4.1141
112,3.8462
113,3.7800
114,4.1058
115,4.8102
116,3.7089
117,3.0274
118,4.1979
119,3.4135
120,4.7185
121,3.1846
122,3.8828
123,3.5541
124,3.2976
125,3.2264
126,3.4279
127,3.5989
128,3.1417
129,3.5709
130,2.8274
131,3.8347
132,3.2364
133,3.7648
134,4.4122
135,4.0716
136,3.3248
137,2.5069
138,3.4295
139,3.1808
140,3.2259
141,3.5154
142,3.2144
143,3.4652
144,3.3362
145,3.2727
146,3.1727
147,2.3674
148,4.0241
149,3.9130
150,2.6057
151,3.2569
152,4.0585
153,3.5527
154,2.8830
155,2.9796
156,2.0775
157,3.1758
158,4.0680
159,3.7618
160,3.0338
161,3.8366
162,3.5045
163,3.2868
164,3.1321
165,3.6298
166,3.9704
167,2.8828
168,2.8668
169,3.3329
170,3.2730
171,3.3457
172,4.2519
173,3.2264
174,4.4603
175,4.1482
176,4.5468
177,4.0485
178,4.9769
179,4.3827
180,3.9339
181,3.7197
182,3.5940
183,4.3568
184,4.0639
185,4.6784
186,3.9190
187,4.9821
188,4.5189
189,4.3075
190,2.6493
191,4.1222
192,3.3890
193,4.0555
194,3.8229
195,3.0832
196,3.4350
197,2.8371
198,2.1429
199,4.0286
200,3.2108
201,4.0758
202,3.1461
203,4.1982
204,3.7296
205,4.0471
206,4.2761
207,2.5282
208,3.7403
209,3.8676
210,4.1238
211,4.2920
212,2.4624
213,3.2128
214,3.7827
215,3.8358
216,4.4053
217,3.3062
218,4.2246
219,3.6457
220,3.6114
221,3.9911
222,4.0640
223,3.9895
224,2.8277
225,3.3518
226,3.7790
227,3.5050
228,3.5865
229,3.7195
230,4.3280
231,3.2696
232,4.0911
233,3.6900
234,3.1962
235,2.7102
236,2.8012
237,3.6318
238,4.0295
239,3.1346
240,3.1500
241,3.4662
242,3.5088
243,2.4797
244,3.8650
245,3.4776
246,2.9951
247,3.2331
248,3.4002
249,3.4060
250,4.1139
251,4.3749
252,4.5405
253,3.2649
254,2.9870
255,2.5798
256,2.6270
257,3.0644
258,3.4362
259,3.4509
260,2.8101
261,3.3562
262,2.0790
263,3.0497
264,2.5840
265,2.9634
266,3.2944
267,3.6696
268,3.2076
269,3.2199
270,2.8355
271,3.0688
272,2.9221
273,2.8589
274,3.1361
275,2.9288
276,2.9359
277,2.2976
278,2.9891
279,3.0344
280,3.2925
281,3.5797
282,2.9840
283,3.4840
284,3.6461
285,3.0010
286,3.6479
287,2.6328
288,3.3034
289,3.3664
290,3.3767
291,2.7615
292,3.2790
293,2.9897
294,4.4853
295,2.4822
296,3.2289
297,3.3656
298,3.1064
299,2.6810
300,2.8296
301,3.6099
302,3.6538
303,3.2956
304,3.0631
305,3.6634
306,3.4438
307,2.8839
308,3.7711
309,3.2774
310,3.8625
311,3.6980
312,3.4116
313,3.6300
314,4.2130
315,4.1125
316,4.2947
317,4.5320
318,3.9878
319,3.5151
320,4.6084
321,4.4658
322,3.4671
323,3.8480
324,3.5637
325,4.1003
326,4.4759
327,3.5611
328,4.2968
329,2.7605
330,4.7016
331,4.4815
332,3.3739
333,2.7249
334,4.2882
335,3.6278
336,1.9792
337,3.5215
338,2.4739
339,3.1185
340,3.2365
341,2.6960
342,2.8194
343,2.8294
344,2.9346
345,2.6890
346,3.2579
347,3.2953
348,3.1870
349,3.2927
350,2.5439
351,3.1763
352,2.9621
353,2.3628
354,3.5063
355,2.6257
356,2.8436
357,2.7713
358,3.4736
359,3.1859
360,2.8072
361,2.7657
362,2.5059
363,3.4485
364,3.4164
365,3.1200
366,2.8438
367,2.7467
368,2.9220
369,1.9790
370,2.9856
371,2.6526
372,2.1352
373,2.5457
374,3.3814
375,3.0819
376,2.4257
377,3.8800
378,3.3594
379,4.1068
380,4.6608
381,4.0282
382,2.8088
383,4.5184
384,3.7886
385,3.9552
386,3.7547
387,3.4738
388,3.6833
389,3.4806
390,4.1367
391,4.1000
392,3.7570
393,4.1380
394,3.9310
395,3.3818
396,4.2005
397,3.1667
398,3.6453
399,3.3937
400,3.4996
401,3.8602
402,3.7665
403,4.0389
404,3.9189
405,3.5028
406,2.8634
407,3.7006
408,3.6753
409,3.2554
410,3.8745
411,4.1001
412,4.1868
413,3.3279
414,3.7627
415,3.5171
416,3.5541
417,3.4674
418,3.7039
419,3.5593
420,3.4749
421,4.0630
422,3.6015
423,3.7273
424,3.4628
425,3.8425
426,3.5219
427,3.0091
428,3.8303
429,3.6134
430,3.6705
431,3.5745
432,3.8677
433,3.5719
434,3.2316
435,3.6824
436,3.1474
437,3.8442
438,2.9050
439,3.5773
440,3.8953
441,3.4532
442,3.9594
443,3.8762
444,3.3775
445,3.6783
446,3.1183
447,3.3599
448,3.6439
449,3.5805
450,3.2791
451,3.4473
452,3.3533
453,3.3462
454,3.0397
455,3.7359
456,4.0679
457,2.7665
458,3.9096
459,3.1326
460,3.1742
461,3.1564
462,3.6136
463,3.7504
464,3.5845
465,3.4227
466,3.3586
467,3.8678
468,3.7285
469,3.7133
470,4.0717
471,4.1610
472,3.8941
473,4.2192
474,4.0496
475,3.4928
476,3.2473
477,3.4654
478,4.2135
479,2.8261
480,3.6913
481,4.0502
482,3.7252
483,1.7784
484,3.2922
485,3.8738
486,3.4783
487,3.7777
488,3.7449
489,3.7186
490,3.8672
491,3.9712
492,3.4206
493,2.7846
494,3.5677
495,3.7253
496,3.1196
497,3.8616
498,3.9199
499,3.6625
500,3.1188
501,3.6533
502,3.9739
503,3.6096
504,4.9201
505,4.4701
506,4.1542
507,5.0000
508,4.1036
509,4.4889
510,4.1178
511,4.1881
512,3.0949
513,4.8426
514,4.3772
515,4.5360
516,2.6818
517,4.1171
518,4.1026
519,4.4750
520,4.5528
521,4.6753
522,3.8611
523,3.4080
524,4.0125
525,4.1599
526,4.6034
527,4.6026
528,4.3968
529,3.8692
530,4.4108
531,4.7448
532,4.8400
533,4.8393
534,3.7438
535,4.0193
536,3.5351
537,2.3769
538,3.5063
539,3.1832
540,3.7299
541,3.7421
542,4.2160
543,3.6597
544,3.8433
545,3.2230
546,3.8922
547,4.0435
548,3.1258
549,3.5577
550,3.9415
551,3.1254
552,4.1966
553,4.6415
554,3.3501
555,4.2540
556,3.2959
557,3.9586
558,3.3658
559,4.2688
560,2.9602
561,3.7853
562,1.8150
563,3.8841
564,3.3736
565,4.2933
566,3.5693
567,3.1183
568,3.2870
569,4.2803
570,3.8764
571,4.2153
572,3.2827
573,3.8164
574,3.4629
575,3.9467
576,2.4070
577,3.4332
578,4.5157
579,3.9477
580,4.0334
581,3.7674
582,4.1553
583,3.7900
584,3.6642
585,2.5657
586,1.7321
587,4.3727
588,3.3451
589,3.2482
590,3.8695
591,3.8316
592,3.5570
593,3.7687
594,4.0784
595,4.8256
596,3.7204
597,3.5752
598,3.4087
599,3.6699
600,4.0013
601,3.2459
602,3.7896
603,4.5596
604,3.1784
605,3.5367
606,3.5237
607,2.8595
608,4.5170
609,3.3059
610,3.9054
611,3.4259
612,3.7738
613,3.4055
614,3.4829
615,3.2801
616,2.2732
617,3.0912
618,2.2867
619,3.0595
620,3.0508
621,3.0838
622,2.4780
623,3.1075
624,2.7588
625,2.4719
626,3.1807
627,2.3567
628,2.6520
629,2.4478
630,2.5705
631,2.4000
632,2.9406
633,2.6207
634,3.1933
635,3.1575
636,2.4790
637,2.9118
638,3.4058
639,3.1041
640,2.4329
641,3.0715
642,2.9949
643,2.8423
644,3.1227
645,5.0000
646,4.7693
647,3.0066
648,2.5070
649,3.4228
650,4.6840
651,4.5303
652,2.2378
653,3.3062
654,3.6541
655,3.6330
656,1.8061
657,2.8278
658,3.5317
659,2.8170
660,3.7901
661,2.9743
662,3.1463
663,3.1480
664,3.7071
665,3.2739
666,3.0122
667,2.2748
668,3.1101
