ID,Rating
1,4.1465
2,4.1034
3,4.4266
4,4.7213
5,4.6155
6,3.3308
7,3.9899
8,4.0990
9,4.0901
10,3.9268
11,3.8822
12,3.8373
13,3.1620
14,3.8763
15,3.5388
16,2.9078
17,3.7972
18,3.9823
19,2.9792
20,3.5265
21,4.0081
22,3.0270
23,4.0177
24,4.8342
25,4.4407
26,2.7026
27,3.1062
28,3.3883
29,3.2692
30,3.4505
31,2.9741
32,2.7931
33,3.4394
34,3.1798
35,2.9626
36,2.7063
37,3.6069
38,3.7158
39,3.3216
40,3.7356
41,3.2446
42,2.8614
43,3.3129
44,3.5871
45,3.4303
46,4.3442
47,4.0417
48,3.6576
49,3.9765
50,4.3320
51,4.0610
52,3.1444
53,4.6412
54,4.5219
55,4.8301
56,4.2424
57,2.9641
58,4.0421
59,3.9745
60,3.1126
61,3.7549
62,3.7890
63,3.3720
64,3.8186
65,3.7295
66,3.3572
67,3.4126
68,4.6373
69,4.5327
70,2.8936
71,3.8568
72,3.6527
73,3.7123
74,4.0814
75,4.1421
76,3.7045
77,3.6689
78,4.0083
79,3.9524
80,3.8803
81,4.1466
82,3.0675
83,2.9994
84,3.2216
85,4.2195
86,4.7134
87,4.0746
88,4.2275
89,4.6645
90,4.1539
91,4.6681
92,3.7377
93,4.3476
94,2.9587
95,3.8799
96,4.2565
97,4.3546
98,3.4897
99,4.5042
100,4.9836
101,4.3753
102,4.4254
103,2.9368
104,4.1760
105,3.8570
106,3.3017
107,4.1111
108,4.2230
109,4.4995
110,3.9665
111,4.1361
112,3.8503
113,3.7825
114,4.1133
115,4.8184
116,3.7090
117,3.0351
118,4.1996
119,3.4313
120,4.7118
121,3.1816
122,3.8810
123,3.5481
124,3.3019
125,3.2219
126,3.4108
127,3.5864
128,3.1390
129,3.5704
130,2.8331
131,3.8258
132,3.2335
133,3.7446
134,4.2158
135,3.9117
136,3.1980
137,2.4967
138,3.4127
139,3.1697
140,3.2145
141,3.5053
142,3.1981
143,3.4602
144,3.3253
145,3.2563
146,3.1570
147,2.3455
148,3.9710
149,3.8486
150,2.6007
151,3.2462
152,4.0545
153,3.5320
154,2.8891
155,2.9693
156,2.0736
157,3.1607
158,4.0662
159,3.7581
160,3.0386
161,3.8225
162,3.4986
163,3.2734
164,3.1340
165,3.6244
166,3.9515
167,2.8757
168,2.8820
169,3.3167
170,2.9527
171,3.0193
172,3.8302
173,2.9582
174,4.4371
175,4.1605
176,4.5109
177,4.0395
178,4.9565
179,4.3762
180,3.9267
181,3.7423
182,3.5992
183,4.3458
184,3.9813
185,4.6707
186,3.9098
187,4.9734
188,4.5037
189,4.3088
190,2.6955
191,4.1052
192,3.3861
193,4.0210
194,3.8191
195,3.0800
196,3.4272
197,2.8334
198,2.1490
199,4.0169
200,3.2070
201,4.0686
202,3.1402
203,4.1806
204,3.7213
205,4.0400
206,4.2673
207,2.5240
208,3.7383
209,3.8735
210,4.1229
211,4.2832
212,2.6299
