ID,Rating
1,4.5781
2,4.2446
3,4.6002
4,4.4947
5,4.2938
6,3.4270
7,4.1003
8,3.8341
9,4.0593
10,3.7209
11,3.5303
12,3.8177
13,2.9756
14,3.5772
15,3.3216
16,2.7035
17,4.3036
18,3.2767
19,3.2104
20,3.1611
21,3.8109
22,3.4522
23,3.8317
24,3.9499
25,4.7218
26,3.1945
27,2.6220
28,3.5911
29,3.3352
30,3.1583
31,3.1800
32,2.4290
33,4.5329
34,2.2524
35,2.6379
36,1.3014
37,3.4040
38,3.5139
39,3.3626
40,3.5465
41,3.4738
42,3.9448
43,4.0026
44,4.1436
45,1.9275
46,3.6562
47,3.8746
48,3.5647
49,4.0071
50,4.1614
51,4.2871
52,3.9862
53,4.5473
54,5.0000
55,4.7688
56,4.1994
57,2.9044
58,3.6829
59,4.0508
60,3.1096
61,3.9577
62,3.6875
63,3.4499
64,3.2892
65,3.5834
66,2.6667
67,3.4179
68,4.6721
69,4.7180
70,2.5441
71,4.1086
72,3.7848
73,3.5762
74,4.3338
75,4.3543
76,3.7513
77,3.4229
78,3.4156
79,4.0802
80,3.8754
81,5.0000
82,3.4731
83,3.6001
84,4.2929
85,4.2416
86,4.7486
87,4.4530
88,4.1155
89,3.9711
90,4.3520
91,4.1704
92,4.3705
93,4.0293
94,4.1728
95,4.7480
96,3.7868
97,4.1266
98,3.1412
99,3.7054
100,3.7630
101,4.2338
102,3.4955
103,3.6609
104,4.0932
105,3.9806
106,4.2748
107,4.7315
108,3.9811
109,3.9563
110,3.6469
111,4.5894
112,4.1158
113,3.7695
114,3.4066
115,3.4404
116,4.7746
117,3.8094
118,3.2587
119,4.1514
120,3.8517
121,1.9494
122,3.5874
123,3.4651
124,2.6262
125,3.0231
126,3.5655
127,3.6708
128,2.6645
129,3.5311
130,2.7994
131,3.7395
132,1.7041
133,4.1253
134,4.2799
135,3.4747
136,3.3127
137,2.5287
138,3.3533
139,3.3889
140,3.2407
141,3.5406
142,2.7472
143,3.6230
144,3.3191
145,3.1196
146,2.8492
147,2.0125
148,4.1033
149,4.3607
150,3.1229
151,3.2986
152,3.6142
153,2.9499
154,3.2537
155,2.2546
156,2.3759
157,2.4929
158,4.1760
159,4.5130
160,2.2170
161,3.9053
162,3.8117
163,3.5319
164,3.4043
165,3.6112
166,3.6306
167,3.2551
168,2.9437
169,2.9685
170,3.3967
171,1.7871
172,4.1264
173,2.4262
174,4.1589
175,3.9043
176,4.2154
177,4.0341
178,4.9431
179,4.2912
180,3.8423
181,3.3235
182,3.7512
183,4.5136
184,3.9457
185,4.6662
186,3.8547
187,4.8228
188,4.4072
189,4.6091
190,2.9299
191,4.1043
192,3.4661
193,4.1378
194,4.0028
195,2.6943
196,3.4019
