ID,Rating
1,4.1280
2,4.0885
3,4.5185
4,4.7014
5,4.6010
6,3.3259
7,3.9865
8,4.1015
9,4.0959
10,3.9272
11,3.8876
12,3.8397
13,3.1553
14,3.8870
15,3.5366
16,2.8880
17,3.7996
18,3.9882
19,2.9683
20,3.5112
21,4.0055
22,3.0142
23,4.0140
24,4.6745
25,4.2907
26,2.6947
27,3.0994
28,3.3908
29,3.2686
30,3.4505
31,2.9615
32,2.7718
33,3.4460
34,3.1957
35,2.9528
36,2.6969
37,3.6091
38,3.7243
39,3.3242
40,3.7411
41,3.2482
42,2.8551
43,3.3112
44,3.5876
45,3.4274
46,4.3494
47,4.0457
48,3.6628
49,3.9800
50,4.3459
51,4.0675
52,3.0903
53,4.6097
54,4.4894
55,4.8016
56,4.2476
57,2.9550
58,4.0465
59,3.9762
60,3.1069
61,3.7611
62,3.7891
63,3.3741
64,3.8251
65,3.7334
66,3.3448
67,3.4148
68,4.6546
69,4.5469
70,2.8834
71,3.8533
72,3.6465
73,3.7134
74,4.0847
75,4.1509
76,3.7010
77,3.6662
78,4.0318
79,3.9552
80,3.8784
81,4.1401
82,3.0537
83,2.9918
84,3.2150
85,4.2193
86,4.7162
87,4.1277
88,4.2265
89,4.6773
90,4.1533
91,4.6745
92,3.7321
93,4.3576
94,2.9366
95,3.8743
96,4.2556
97,4.3581
98,3.4853
99,4.5105
100,4.9975
101,4.3765
102,4.4309
103,2.9288
104,4.1726
105,3.8520
106,3.2919
107,4.1110
108,4.2223
109,4.5052
110,3.9643
111,4.1318
112,3.8470
113,3.7769
114,4.1139
115,4.8295
116,3.7082
117,3.0254
118,4.1979
119,3.4074
120,4.7261
121,3.1831
122,3.8949
123,3.5532
124,3.3128
125,3.2266
126,3.4237
127,3.6013
128,3.1385
129,3.5789
130,2.8257
131,3.8401
132,3.2359
133,3.7600
134,4.0914
135,3.7877
136,3.0893
137,2.4939
138,3.4155
139,3.1691
140,3.2138
141,3.5066
142,3.1991
143,3.4613
144,3.3250
145,3.2581
146,3.1578
147,2.2994
148,3.9047
149,3.7923
150,2.5983
151,3.2472
152,4.0717
153,3.5384
154,2.8859
155,2.9704
156,2.0685
157,3.1629
158,4.0724
159,3.7657
160,3.0357
161,3.8270
162,3.5002
163,3.2710
164,3.1271
165,3.6338
166,3.9653
167,2.8737
168,2.8567
169,3.3191
170,3.1311
171,3.1984
172,4.0742
173,3.1109
174,4.4536
175,4.1603
176,4.5332
177,4.0427
178,4.9749
179,4.3847
180,3.9285
181,3.7135
182,3.5909
183,4.3577
184,4.1493
185,4.6880
186,3.9141
187,4.9920
188,4.5149
189,4.3178
190,2.6647
191,4.1116
192,3.3852
193,4.0449
194,3.8161
195,3.0729
196,3.4279
197,2.8328
198,2.1339
199,4.0242
200,3.2060
201,4.0765
202,3.1358
203,4.1957
204,3.7214
205,4.0531
206,4.2791
207,2.5228
208,3.7419
209,3.8771
210,4.1346
211,4.2924
212,2.2633
213,3.2152
214,3.7835
215,3.8417
216,4.4128
217,3.2897
218,4.2469
219,3.6397
220,3.6318
221,3.9873
222,4.0637
223,3.9927
224,2.8243
225,3.3591
226,3.7866
227,3.5117
228,3.5759
229,3.7168
230,4.3368
231,3.2637
232,4.0888
233,3.6801
234,3.1881
235,2.6878
236,2.7953
237,3.6338
238,4.0422
239,3.1415
240,3.1372
241,3.4602
242,3.5086
243,2.3709
244,3.8673
245,3.4810
246,3.0055
247,3.2633
248,3.3956
249,3.3990
250,4.1188
